Id;Label;age;n_pubs
46866762;46866762;0;1
44981493;44981493;0;1
47531681;47531681;27;51
45089776;45089776;3;12
45136635;45136635;0;1
47823985;47823985;0;1
45447987;45447987;0;1
45475931;45475931;13;21
45514854;45514854;11;11
48131475;48131475;0;1
45788856;45788856;3;2
45853399;45853399;6;3
45862041;45862041;4;3
48518018;48518018;8;7
45932065;45932065;19;41
45935542;45935542;0;1
45957334;45957334;1;2
48714426;48714426;0;1
46107027;46107027;21;107
48953595;48953595;14;3
48960683;48960683;0;1
22352426;22352426;0;1
27766948;27766948;3;4
27770985;27770985;0;1
22297692;22297692;0;1
27810232;27810232;3;6
22286535;22286535;4;8
27854445;27854445;15;13
27954310;27954310;6;7
28078175;28078175;2;3
25380851;25380851;0;1
28115225;28115225;4;5
28187182;28187182;6;6
25711823;25711823;1;2
28498777;28498777;0;1
25763406;25763406;0;1
28644302;28644302;10;23
28906479;28906479;29;19
26092849;26092849;8;5
29138429;29138429;0;1
26315822;26315822;0;2
29168488;29168488;0;1
26384092;26384092;14;8
26503202;26503202;0;1
26555367;26555367;0;4
26673409;26673409;0;1
26673477;26673477;1;2
26676867;26676867;0;1
26772456;26772456;4;3
26830512;26830512;2;6
29679688;29679688;0;1
26834224;26834224;9;12
29764520;29764520;2;3
29952797;29952797;4;5
27012655;27012655;14;29
30146886;30146886;0;1
30216653;30216653;32;4
30323963;30323963;0;1
30468691;30468691;0;1
27376619;27376619;0;1
30989880;30989880;5;7
44240934;44240934;1;3
44241263;44241263;0;1
42058179;42058179;2;2
42126767;42126767;1;2
42297535;42297535;0;1
44525350;44525350;8;17
42276920;42276920;0;1
42295929;42295929;0;1
42635000;42635000;1;5
42414289;42414289;0;2
44762089;44762089;0;1
42678854;42678854;16;40
41017620;41017620;9;8
43643809;43643809;4;4
41136578;41136578;7;22
41250281;41250281;2;3
41267570;41267570;0;1
41315502;41315502;0;1
41371179;41371179;0;1
41397394;41397394;0;1
41536165;41536165;4;6
41941182;41941182;6;16
41672882;41672882;0;1
43098859;43098859;0;1
42648074;42648074;0;1
43574497;43574497;0;1
42811356;42811356;6;4
40866607;40866607;5;4
40589000;40589000;3;3
43991273;43991273;26;148
44041260;44041260;3;4
41010788;41010788;3;4
41116278;41116278;0;1
43262943;43262943;28;78
41194305;41194305;2;3
41202278;41202278;3;4
44296826;44296826;1;3
41264516;41264516;0;1
41297555;41297555;0;1
41326384;41326384;0;1
41327988;41327988;0;1
44522359;44522359;1;5
41567461;41567461;1;7
41829015;41829015;2;3
41846478;41846478;2;5
44970306;44970306;4;2
42067314;42067314;2;9
42174993;42174993;0;1
42179290;42179290;0;1
45190710;45190710;0;1
42214535;42214535;0;1
42249014;42249014;0;1
42261765;42261765;0;1
42293153;42293153;0;1
42302011;42302011;35;38
41802136;41802136;3;2
41828708;41828708;4;2
41883317;41883317;1;2
41891244;41891244;11;41
42646650;42646650;9;8
44686806;44686806;7;25
42504046;42504046;0;1
45730154;45730154;0;1
42293150;42293150;3;4
42325238;42325238;2;3
39841868;39841868;0;1
42532476;42532476;0;1
41178313;41178313;2;2
41314921;41314921;0;1
42766465;42766465;13;13
42876601;42876601;0;1
41100548;41100548;0;1
40171955;40171955;33;92
43094029;43094029;0;1
5334670;5334670;1;3
5483389;5483389;1;2
199823;199823;0;1
187566;187566;0;1
156282;156282;2;2
5885514;5885514;1;4
5929977;5929977;6;3
84675;84675;0;1
40570947;40570947;1;7
40603035;40603035;9;13
43572892;43572892;0;1
43639038;43639038;5;3
41139473;41139473;0;1
40824643;40824643;6;4
40849160;40849160;3;5
41462525;41462525;0;1
41617066;41617066;0;1
41622897;41622897;0;1
41689230;41689230;3;4
41711273;41711273;0;1
44214920;44214920;6;8
42031685;42031685;10;5
42072697;42072697;6;24
42103349;42103349;20;130
42768657;42768657;4;3
44949878;44949878;0;1
44958261;44958261;0;1
42826115;42826115;0;1
45054057;45054057;8;18
45065687;45065687;29;106
45165159;45165159;0;1
45357696;45357696;3;5
45446438;45446438;20;59
43096857;43096857;0;1
43105190;43105190;0;1
45563426;45563426;4;6
45577498;45577498;2;5
43202256;43202256;0;1
43247144;43247144;9;11
43275958;43275958;27;29
45744849;45744849;3;2
43332537;43332537;19;41
43337026;43337026;0;1
45833557;45833557;2;3
43372354;43372354;2;3
43436464;43436464;30;25
45914990;45914990;0;1
45981729;45981729;0;1
43565918;43565918;0;1
43606328;43606328;1;5
46098685;46098685;3;6
43743897;43743897;19;29
43824785;43824785;0;1
43905518;43905518;8;16
43907824;43907824;0;1
43911798;43911798;4;3
43912302;43912302;22;47
43933885;43933885;6;7
43957156;43957156;2;4
44089545;44089545;0;2
46790781;46790781;0;1
44229438;44229438;5;4
46913894;46913894;2;10
47187310;47187310;0;1
44477607;44477607;0;1
44573273;44573273;2;4
44746561;44746561;0;1
43760300;43760300;0;1
44861686;44861686;4;7
45025961;45025961;0;2
42081502;42081502;5;10
42122548;42122548;6;8
42162220;42162220;0;1
42174822;42174822;0;1
42232280;42232280;0;1
42444253;42444253;0;1
42624581;42624581;3;3
42878652;42878652;14;6
45717564;45717564;9;20
43159722;43159722;0;1
45864002;45864002;0;1
45889595;45889595;0;1
45889597;45889597;0;1
43402286;43402286;4;8
46004250;46004250;4;8
43499954;43499954;32;84
43526996;43526996;1;4
46160314;46160314;0;1
43638402;43638402;0;1
46214428;46214428;18;35
46254538;46254538;5;7
43353706;43353706;6;15
45889592;45889592;15;17
43055192;43055192;6;8
44058023;44058023;0;1
44403352;44403352;2;3
42169280;42169280;0;1
42613813;42613813;2;3
42646520;42646520;15;20
42452854;42452854;22;67
42459057;42459057;0;1
42507991;42507991;0;1
44713450;44713450;0;1
43677263;43677263;0;1
44680867;44680867;0;1
47697308;47697308;26;32
46430616;46430616;5;22
46603992;46603992;3;6
47168118;47168118;26;61
47182276;47182276;8;10
47240617;47240617;29;126
47248524;47248524;14;19
47401511;47401511;3;2
49813052;49813052;0;1
47569554;47569554;8;6
47633861;47633861;0;1
47840748;47840748;26;65
47882228;47882228;5;7
47889298;47889298;6;10
27914634;27914634;0;1
31044221;31044221;1;2
27980307;27980307;1;4
28146263;28146263;0;3
28162725;28162725;0;1
28354742;28354742;0;1
31587716;31587716;6;10
48121852;48121852;9;20
50779968;50779968;0;1
48307474;48307474;0;1
28468997;28468997;0;1
31664621;31664621;1;4
28490096;28490096;3;4
31818959;31818959;0;1
48430345;48430345;0;1
48530903;48530903;0;1
48535834;48535834;0;1
48574792;48574792;0;1
48619029;48619029;0;1
48725003;48725003;0;1
51149462;51149462;0;1
31990531;31990531;12;29
28863534;28863534;9;8
32268009;32268009;0;1
51325328;51325328;0;1
48844681;48844681;4;6
48861058;48861058;6;10
48918435;48918435;0;1
48925234;48925234;12;17
48939474;48939474;23;17
29191677;29191677;5;2
32361540;32361540;5;14
32376269;32376269;5;6
29340035;29340035;0;1
29351324;29351324;0;2
29391525;29391525;9;5
29438042;29438042;0;1
32530375;32530375;10;19
29572360;29572360;1;8
29732082;29732082;2;4
32762940;32762940;0;1
32762972;32762972;0;1
32774586;32774586;4;7
32800247;32800247;18;7
32967657;32967657;3;3
33033037;33033037;0;1
30301192;30301192;14;23
33190176;33190176;0;1
30568431;30568431;0;1
44200133;44200133;4;14
46529856;46529856;2;4
44932582;44932582;12;6
43992095;43992095;3;4
46602081;46602081;6;21
44749603;44749603;1;2
44222734;44222734;10;7
44378698;44378698;0;1
44516965;44516965;0;1
44650408;44650408;0;1
45741062;45741062;3;5
45773007;45773007;10;4
43597461;43597461;0;1
43677262;43677262;0;1
46554663;46554663;0;1
44096661;44096661;0;1
44232350;44232350;7;9
44316746;44316746;0;1
44509491;44509491;12;24
47249469;47249469;16;8
47284765;47284765;0;1
44906883;44906883;0;1
47391672;47391672;0;1
45218754;45218754;28;112
45219620;45219620;0;1
45280554;45280554;4;4
45386161;45386161;23;14
45515517;45515517;1;2
48413359;48413359;0;1
45798408;45798408;0;1
45871055;45871055;11;13
44904659;44904659;0;1
44429457;44429457;3;6
42185441;42185441;0;1
42252757;42252757;3;4
44563925;44563925;0;1
45193049;45193049;0;1
45284816;45284816;5;25
45323422;45323422;16;51
45330876;45330876;10;10
45461870;45461870;0;2
44032150;44032150;0;1
45586910;45586910;4;4
43076079;43076079;7;5
43204348;43204348;31;341
43218924;43218924;7;40
44737552;44737552;9;9
43484331;43484331;0;1
43495010;43495010;0;1
43519161;43519161;5;7
43525845;43525845;5;4
46231629;46231629;0;1
46324349;46324349;0;1
43666048;43666048;10;5
46426929;46426929;0;1
46439833;46439833;7;10
46612390;46612390;0;1
43849201;43849201;8;10
44257785;44257785;8;8
43905136;43905136;0;1
46898272;46898272;13;6
44347446;44347446;1;2
44387426;44387426;0;1
47041330;47041330;30;137
47838292;47838292;11;39
47958656;47958656;0;1
45097414;45097414;2;4
47403136;47403136;5;10
48541756;48541756;7;9
45586815;45586815;2;6
45702474;45702474;0;1
45708717;45708717;0;1
45741080;45741080;26;48
45764978;45764978;13;10
45822227;45822227;2;5
45858391;45858391;0;1
45883129;45883129;6;6
49040179;49040179;0;1
46019942;46019942;1;3
46036324;46036324;0;1
46136896;46136896;31;13
46168309;46168309;0;1
49303340;49303340;6;2
46289743;46289743;1;2
46394602;46394602;0;1
46473009;46473009;0;1
46864056;46864056;8;13
47087929;47087929;0;1
51566956;51566956;14;15
49421494;49421494;0;1
49577521;49577521;1;2
49610145;49610145;0;1
49666483;49666483;0;1
49616897;49616897;7;4
49701711;49701711;1;3
49853410;49853410;0;1
49425624;49425624;0;1
49772572;49772572;0;1
49840060;49840060;0;1
49857239;49857239;0;1
50203556;50203556;0;1
50206946;50206946;5;10
50225915;50225915;19;11
50256418;50256418;6;8
50486913;50486913;10;2
50665923;50665923;0;1
50961064;50961064;9;9
50974017;50974017;2;2
50365917;50365917;0;1
50970791;50970791;1;2
50976908;50976908;2;8
51098540;51098540;8;7
51135290;51135290;0;1
51502297;51502297;0;1
47460565;47460565;0;1
46544991;46544991;0;2
46587707;46587707;4;6
46386623;46386623;0;1
47990996;47990996;0;1
45073632;45073632;5;6
45204458;45204458;5;5
48108952;48108952;0;1
45345469;45345469;8;17
45419950;45419950;0;1
45446379;45446379;6;16
48344257;48344257;0;1
48416696;48416696;3;6
45580390;45580390;0;1
45583221;45583221;4;5
48503861;48503861;4;3
45688954;45688954;0;4
45736350;45736350;5;5
45753128;45753128;0;1
45754298;45754298;1;3
45836456;45836456;0;1
46098399;46098399;10;30
46207074;46207074;15;3
46268944;46268944;3;13
46669665;46669665;0;1
48860834;48860834;4;4
48864659;48864659;0;1
44876347;44876347;7;3
47288440;47288440;0;1
44968401;44968401;3;11
45020660;45020660;3;7
45079503;45079503;10;23
45110523;45110523;3;2
47449214;47449214;10;6
45198095;45198095;0;1
45241530;45241530;0;1
45392814;45392814;1;6
45513712;45513712;0;1
44712499;44712499;1;3
47880133;47880133;0;1
47908745;47908745;2;3
47512302;47512302;0;1
47922526;47922526;1;2
50408302;50408302;0;1
50502462;50502462;9;23
48110472;48110472;3;4
49598234;49598234;1;3
47082874;47082874;10;8
30714442;30714442;0;1
30890158;30890158;2;4
33684696;33684696;8;25
31216793;31216793;0;1
33783018;33783018;0;1
33827967;33827967;25;25
33829142;33829142;0;1
33917786;33917786;0;1
34135057;34135057;0;1
34217531;34217531;2;2
31561244;31561244;20;91
34338624;34338624;0;1
34445559;34445559;0;1
32210367;32210367;0;1
35005352;35005352;6;25
35012061;35012061;0;1
32382235;32382235;0;1
32420289;32420289;0;1
35358745;35358745;0;1
32599417;32599417;1;2
32627100;32627100;5;5
32814462;32814462;7;9
32918675;32918675;9;18
32956300;32956300;28;115
32985634;32985634;0;1
33227319;33227319;1;3
36257105;36257105;6;4
33320032;33320032;0;2
45989483;45989483;0;1
46013279;46013279;0;1
46529627;46529627;5;4
46735876;46735876;0;1
48598614;48598614;2;2
48645878;48645878;0;1
49057623;49057623;14;30
49133850;49133850;1;2
47923965;47923965;0;1
45193232;45193232;3;4
48066140;48066140;5;11
48842669;48842669;0;1
46383227;46383227;0;1
48858326;48858326;28;44
46451245;46451245;7;6
48953907;48953907;0;1
45516835;45516835;5;6
45531307;45531307;0;1
45544211;45544211;8;14
48320553;48320553;4;8
45688573;45688573;5;6
45809369;45809369;0;1
48532884;48532884;7;5
49690823;49690823;21;17
49741997;49741997;0;1
46982903;46982903;16;35
47020675;47020675;3;2
48598096;48598096;0;1
45954635;45954635;0;1
46000978;46000978;7;4
46014601;46014601;0;1
47066331;47066331;6;4
50061141;50061141;0;1
47073500;47073500;0;1
50112196;50112196;21;20
47259127;47259127;4;7
47309165;47309165;0;1
48939483;48939483;0;1
48966072;48966072;2;4
46144006;46144006;0;1
47348741;47348741;2;3
47351781;47351781;0;1
50605514;50605514;1;2
50898669;50898669;0;1
50911403;50911403;0;1
47971228;47971228;1;3
46502671;46502671;0;1
46563622;46563622;9;14
46611067;46611067;1;2
46621197;46621197;0;2
49630926;49630926;0;1
49665069;49665069;4;7
47282207;47282207;4;6
46817516;46817516;0;1
48018126;48018126;0;1
51081603;51081603;0;1
48054673;48054673;0;1
48156002;48156002;0;2
48180370;48180370;0;1
48291138;48291138;0;1
51357795;51357795;15;34
48392299;48392299;0;1
49804602;49804602;12;141
46902769;46902769;1;2
50836135;50836135;7;3
48344705;48344705;0;1
48351936;48351936;0;1
50849544;50849544;1;2
49742244;49742244;1;2
50897844;50897844;1;2
51009720;51009720;0;1
50496110;50496110;32;313
50691339;50691339;0;1
50318951;50318951;0;1
51303179;51303179;2;2
51314452;51314452;0;1
48243429;48243429;6;14
48376668;48376668;0;1
48379501;48379501;2;4
48383947;48383947;18;12
48430811;48430811;0;1
48681536;48681536;6;7
48682274;48682274;4;11
48964805;48964805;0;1
49104421;49104421;0;1
49111148;49111148;4;4
49132976;49132976;4;7
49189630;49189630;0;1
49296456;49296456;1;3
49609916;49609916;2;4
49792941;49792941;0;1
49827539;49827539;2;8
49860334;49860334;0;1
49882489;49882489;0;1
49886465;49886465;0;1
49931532;49931532;4;6
49957425;49957425;2;6
49976045;49976045;0;1
49978290;49978290;0;1
50196892;50196892;0;1
50200895;50200895;0;1
50225927;50225927;4;2
36411661;36411661;0;1
33465796;33465796;0;1
36521390;36521390;8;17
33766499;33766499;11;15
47968393;47968393;0;1
47997448;47997448;0;2
47158182;47158182;0;1
50048366;50048366;3;4
49422250;49422250;0;1
49766789;49766789;0;1
50362462;50362462;0;1
47520906;47520906;0;1
50414731;50414731;0;1
47571614;47571614;6;7
47580038;47580038;0;1
47717171;47717171;0;1
47746258;47746258;13;21
50804340;50804340;0;1
50833311;50833311;29;25
47882257;47882257;1;4
49495913;49495913;2;8
50906520;50906520;0;1
47944993;47944993;3;3
47966187;47966187;0;1
51001771;51001771;0;1
49868274;49868274;0;1
49871675;49871675;0;1
49873247;49873247;0;1
51021402;51021402;0;1
49880365;49880365;0;1
48001581;48001581;0;1
49960560;49960560;3;3
48141033;48141033;5;4
48375775;48375775;4;12
48377881;48377881;12;39
48499315;48499315;0;1
48510554;48510554;0;1
48574260;48574260;4;2
48858329;48858329;0;1
48956735;48956735;6;5
49131445;49131445;1;4
47576898;47576898;0;1
47690025;47690025;4;3
50409579;50409579;7;15
51566965;51566965;2;5
51584432;51584432;0;1
48904184;48904184;0;1
49213970;49213970;0;1
49248145;49248145;0;1
49389935;49389935;0;1
49473731;49473731;0;1
49489358;49489358;0;2
49649964;49649964;11;6
49827699;49827699;2;4
49844030;49844030;0;1
49852282;49852282;0;1
49872674;49872674;0;1
49984295;49984295;0;1
50061356;50061356;9;21
50081027;50081027;34;6
50095067;50095067;2;2
50200370;50200370;0;1
50469310;50469310;0;1
50472884;50472884;4;5
50823561;50823561;0;1
50937575;50937575;0;1
51031984;51031984;1;2
51132875;51132875;1;3
34071924;34071924;0;1
33620045;33620045;3;2
33773333;33773333;0;1
33892282;33892282;13;17
36806945;36806945;0;1
36839344;36839344;6;17
34165884;34165884;0;1
34339042;34339042;28;48
34502740;34502740;6;6
37447719;37447719;0;1
37448555;37448555;2;2
34541412;34541412;4;14
34750427;34750427;7;17
37762165;37762165;4;2
35013590;35013590;0;1
35100944;35100944;30;23
35276460;35276460;0;1
35304443;35304443;3;2
35493738;35493738;0;1
38377174;38377174;0;1
38399770;38399770;0;1
38401181;38401181;0;1
38410012;38410012;0;1
35568192;35568192;0;1
51111832;51111832;4;8
38642266;38642266;8;3
38649204;38649204;0;1
35949429;35949429;0;1
38715327;38715327;0;1
36025412;36025412;2;4
36030110;36030110;34;126
38967719;38967719;26;148
36295159;36295159;2;5
36326093;36326093;6;9
39127841;39127841;18;2
39159961;39159961;22;99
36482157;36482157;26;49
36504635;36504635;2;4
51272842;51272842;1;2
51298848;51298848;10;13
51304296;51304296;0;1
51339126;51339126;9;94
51445382;51445382;0;1
51499432;51499432;6;21
51421333;51421333;0;1
49304285;49304285;20;112
49910917;49910917;24;70
50218532;50218532;2;3
50664724;50664724;0;1
50780129;50780129;7;12
50780138;50780138;0;1
50396154;50396154;18;64
50686941;50686941;0;1
50794235;50794235;0;1
51039109;51039109;26;25
51203534;51203534;0;1
51251455;51251455;8;5
51359149;51359149;20;7
51238519;51238519;3;8
51263330;51263330;1;3
51496827;51496827;0;1
51296672;51296672;1;4
51296999;51296999;3;2
47751208;47751208;3;2
47822872;47822872;7;6
50659912;50659912;0;1
47939743;47939743;10;24
50878614;50878614;0;2
50183978;50183978;0;1
47995195;47995195;4;3
50263762;50263762;0;1
50275241;50275241;0;2
48191399;48191399;0;1
48254286;48254286;10;10
50376085;50376085;0;1
51295256;51295256;11;8
51303176;51303176;17;6
51330433;51330433;19;36
48407576;48407576;3;3
51507672;51507672;0;1
51556185;51556185;0;1
48818332;48818332;0;1
48900660;48900660;0;1
49106558;49106558;3;8
49133664;49133664;1;4
49181879;49181879;0;1
49739894;49739894;0;1
50512876;50512876;12;16
49840166;49840166;0;1
49846720;49846720;0;1
49849677;49849677;0;1
49853387;49853387;0;1
49864851;49864851;0;1
49885560;49885560;0;1
39446613;39446613;0;1
39466140;39466140;1;2
39517398;39517398;2;4
36762743;36762743;0;1
37020215;37020215;0;1
37070344;37070344;2;2
39729296;39729296;5;7
39758190;39758190;0;1
37136281;37136281;15;23
49942650;49942650;12;6
50554473;50554473;0;1
50817848;50817848;23;48
50942069;50942069;9;13
50398596;50398596;0;1
51273547;51273547;3;6
39399817;39399817;2;6
39554902;39554902;10;4
40046625;40046625;15;48
36841898;36841898;0;1
40490798;40490798;2;4
37641047;37641047;3;4
37641058;37641058;2;5
40525737;40525737;0;1
37695424;37695424;0;1
40602974;40602974;4;6
37750976;37750976;0;1
37786086;37786086;0;1
40663524;40663524;0;1
38025760;38025760;0;2
40846985;40846985;0;1
40884171;40884171;0;1
40944628;40944628;3;3
38191759;38191759;6;6
41028506;41028506;7;14
38273265;38273265;5;6
38378678;38378678;0;1
41256366;41256366;7;5
38399988;38399988;0;1
41411497;41411497;0;1
41524323;41524323;4;11
41524384;41524384;4;12
38599264;38599264;0;1
38600125;38600125;0;1
41629847;41629847;4;10
38761980;38761980;13;17
41808442;41808442;4;6
41847961;41847961;17;13
41861458;41861458;4;5
38947813;38947813;1;2
41916417;41916417;3;3
38963989;38963989;1;4
41926166;41926166;0;1
39059060;39059060;31;61
42106169;42106169;4;4
42145123;42145123;4;2
39153720;39153720;3;6
42270335;42270335;36;213
42271303;42271303;0;1
42276919;42276919;12;32
39184254;39184254;0;1
39375274;39375274;0;1
39824113;39824113;0;1
42523795;42523795;0;1
51082991;51082991;6;13
51108091;51108091;4;6
51565162;51565162;34;86
50962576;50962576;2;2
42688079;42688079;1;2
40104249;40104249;0;1
40163845;40163845;0;1
40241868;40241868;7;10
40328665;40328665;10;18
40349110;40349110;6;10
40370395;40370395;0;1
43336809;43336809;1;2
40636316;40636316;3;4
43564204;43564204;12;8
40760813;40760813;14;54
40839972;40839972;5;2
44038086;44038086;0;1
44041280;44041280;1;2
41265958;41265958;0;1
41342298;41342298;0;1
41343788;41343788;0;1
41449083;41449083;0;1
41562059;41562059;1;2
44477644;44477644;20;6
41769338;41769338;0;1
41798961;41798961;30;51
41821864;41821864;3;7
41864666;41864666;0;1
41897072;41897072;3;2
42172517;42172517;0;1
45043660;45043660;0;1
45054356;45054356;0;1
42621206;42621206;0;1
42759143;42759143;8;6
45300596;45300596;3;7
43077229;43077229;13;12
45583747;45583747;0;1
45717029;45717029;1;4
43282332;43282332;5;2
45733084;45733084;0;1
43302831;43302831;2;2
43315306;43315306;17;5
43328035;43328035;22;120
43402178;43402178;2;3
43442647;43442647;10;11
43691420;43691420;4;3
43387731;43387731;0;1
43663594;43663594;8;8
46148595;46148595;0;1
46439838;46439838;0;1
45320284;45320284;4;3
45420428;45420428;0;1
45446696;45446696;2;2
45740143;45740143;6;20
47013935;47013935;19;12
43669428;43669428;7;12
47140790;47140790;8;8
43677091;43677091;5;8
47157352;47157352;14;11
43888921;43888921;0;1
47378442;47378442;2;4
47537760;47537760;0;1
44121861;44121861;0;1
44231032;44231032;0;1
45048272;45048272;0;1
44540455;44540455;0;2
44543756;44543756;8;2
44563855;44563855;10;15
44716739;44716739;1;2
48119245;48119245;0;1
48153205;48153205;0;1
48260644;48260644;0;1
44908706;44908706;1;3
48503651;48503651;3;3
44945635;44945635;2;2
45764804;45764804;12;15
45947636;45947636;0;1
48796730;48796730;0;1
48904501;48904501;0;1
46528489;46528489;9;16
46533712;46533712;0;1
46540135;46540135;0;1
46606926;46606926;2;4
46647431;46647431;0;1
46830449;46830449;4;7
48769772;48769772;16;7
48810784;48810784;3;3
46751365;46751365;1;2
50028606;50028606;9;27
50047808;50047808;4;7
47301791;47301791;7;11
47319003;47319003;0;1
50341226;50341226;8;21
50348214;50348214;0;1
47518033;47518033;0;1
50472272;50472272;21;63
47644874;47644874;0;1
50801622;50801622;1;3
47857929;47857929;1;3
47995323;47995323;2;4
48019430;48019430;35;8
48044770;48044770;0;1
51073777;51073777;0;1
51123363;51123363;0;1
51153636;51153636;0;1
48312809;48312809;0;1
51421286;51421286;0;1
48945695;48945695;0;1
49047275;49047275;0;1
49057846;49057846;4;7
49073036;49073036;0;1
48589076;48589076;3;3
49132175;49132175;2;4
49848535;49848535;0;1
49393430;49393430;1;2
50014841;50014841;10;11
49594982;49594982;3;3
51334300;51334300;1;2
49883374;49883374;0;1
49904430;49904430;5;11
49528691;49528691;0;1
50325082;50325082;0;1
50333492;50333492;29;76
50446593;50446593;0;2
50450855;50450855;1;2
50593011;50593011;5;7
50639528;50639528;0;1
50894953;50894953;0;1
51411580;51411580;0;1
51528918;51528918;0;1
51531983;51531983;9;18
2950613;2950613;9;14
2845707;2845707;0;1
2787783;2787783;0;1
2767070;2767070;6;12
2700822;2700822;0;1
6647302;6647302;0;1
3033341;3033341;0;1
6731323;6731323;0;1
6798500;6798500;18;10
6857789;6857789;0;1
7088878;7088878;4;5
7187464;7187464;0;2
3562239;3562239;27;45
3975446;3975446;11;44
7962624;7962624;15;62
7969033;7969033;21;161
8009763;8009763;21;44
4381090;4381090;3;7
4539569;4539569;14;13
8286662;8286662;5;2
4641931;4641931;11;11
8373509;8373509;12;22
4670861;4670861;1;2
8589994;8589994;26;69
8606670;8606670;0;1
8646925;8646925;0;1
4927747;4927747;2;3
5084354;5084354;12;32
8886967;8886967;22;8
6169040;6169040;1;2
6244773;6244773;3;6
6269584;6269584;3;5
9026772;9026772;1;4
9040151;9040151;0;1
9042316;9042316;0;1
9048650;9048650;0;1
9051147;9051147;0;1
9410567;9410567;0;1
9417801;9417801;0;1
6890166;6890166;0;1
9595364;9595364;1;3
7087610;7087610;29;56
7175425;7175425;12;15
7334854;7334854;0;1
7360029;7360029;0;1
7849223;7849223;0;1
5326718;5326718;0;1
10442956;10442956;4;9
10586898;10586898;0;1
5424107;5424107;4;2
10748217;10748217;0;1
10761871;10761871;13;23
5625470;5625470;0;1
5631400;5631400;0;1
10800268;10800268;0;1
11075856;11075856;2;6
9016394;9016394;0;1
9049111;9049111;0;1
9052426;9052426;0;1
9208690;9208690;4;2
9282315;9282315;16;12
11785243;11785243;10;10
9413607;9413607;0;1
9421974;9421974;0;1
9493052;9493052;1;2
12065993;12065993;0;1
12188654;12188654;2;3
12220785;12220785;0;1
9811013;9811013;0;1
12320557;12320557;0;1
12387727;12387727;9;45
9941587;9941587;8;12
12407386;12407386;1;2
12495412;12495412;25;6
10170758;10170758;20;84
12700876;12700876;23;33
10280558;10280558;6;12
10310156;10310156;4;2
12856811;12856811;0;1
13004190;13004190;6;8
13128798;13128798;7;10
13147364;13147364;24;13
13469816;13469816;33;115
8557806;8557806;0;1
13653577;13653577;0;1
13723644;13723644;0;1
8740070;8740070;10;42
13948010;13948010;0;1
13980498;13980498;0;1
8947374;8947374;0;1
14120893;14120893;0;1
10550130;10550130;0;1
10693015;10693015;0;1
14422896;14422896;5;5
14740514;14740514;0;2
14843705;14843705;0;2
14893377;14893377;0;1
11670777;11670777;2;4
11840652;11840652;0;1
12032419;12032419;0;1
12157127;12157127;0;1
15615771;15615771;0;1
15616607;15616607;7;11
15646248;15646248;0;1
15853741;15853741;0;1
15915945;15915945;11;13
12624514;12624514;1;2
12682617;12682617;0;1
12710986;12710986;1;4
12734636;12734636;5;12
12749022;12749022;16;38
12794321;12794321;10;15
12798033;12798033;1;3
12934123;12934123;26;147
13063429;13063429;5;4
16511859;16511859;0;1
13137540;13137540;25;42
16938545;16938545;13;26
16984616;16984616;2;3
16999306;16999306;6;5
17175279;17175279;4;9
17187372;17187372;12;60
13405340;13405340;0;1
13927754;13927754;0;1
13957095;13957095;3;2
11116289;11116289;0;1
11284935;11284935;0;2
14666671;14666671;0;1
15186656;15186656;1;2
15219462;15219462;0;3
15584344;15584344;1;2
15979128;15979128;4;3
16445104;16445104;3;4
16537206;16537206;1;3
16662064;16662064;9;4
14245315;14245315;0;1
14514537;14514537;2;2
14524215;14524215;0;1
16771850;16771850;1;3
16800969;16800969;0;2
17222300;17222300;0;1
17268342;17268342;13;5
17404114;17404114;0;1
17465457;17465457;31;39
17525078;17525078;5;7
17534095;17534095;0;1
17682685;17682685;3;4
17880229;17880229;1;2
17934859;17934859;0;3
17963203;17963203;0;1
17973874;17973874;9;8
17977947;17977947;25;86
18113215;18113215;5;9
18400503;18400503;1;2
18475475;18475475;0;1
18642399;18642399;0;1
19087894;19087894;31;164
19109311;19109311;0;1
19179478;19179478;8;12
19263249;19263249;5;7
19296141;19296141;8;12
19388847;19388847;20;4
19442884;19442884;10;15
19517070;19517070;5;18
19545907;19545907;0;1
19708941;19708941;0;1
19794923;19794923;0;1
19807191;19807191;0;1
19913008;19913008;2;2
20066160;20066160;35;136
20180472;20180472;11;17
20191075;20191075;4;4
20231662;20231662;0;2
20262839;20262839;0;1
20271006;20271006;0;1
20287107;20287107;0;1
20293216;20293216;0;1
20295463;20295463;0;1
20301947;20301947;0;1
20420014;20420014;3;3
20500223;20500223;5;11
20536455;20536455;3;4
20673106;20673106;0;1
20851405;20851405;0;3
20954760;20954760;0;1
20980768;20980768;0;1
21092247;21092247;5;9
21219202;21219202;9;6
21301269;21301269;0;1
21368496;21368496;6;6
21461984;21461984;11;18
21819968;21819968;0;1
21896501;21896501;0;1
21918779;21918779;0;2
22070552;22070552;7;19
22134735;22134735;0;1
22292435;22292435;1;2
22422173;22422173;24;144
22433248;22433248;5;10
22452718;22452718;0;1
22578237;22578237;0;2
22579473;22579473;0;1
22737312;22737312;1;2
22803646;22803646;0;1
22856358;22856358;33;120
22876571;22876571;0;1
22980105;22980105;6;14
23045667;23045667;26;250
23254357;23254357;5;5
23556385;23556385;0;1
23631746;23631746;5;8
23871988;23871988;0;1
23916162;23916162;7;35
23976033;23976033;5;5
24002823;24002823;0;1
